,location,date,total_deaths
7871,Saint Lucia,2020-03-15,0
7872,Saint Lucia,2020-03-16,0
7873,Saint Lucia,2020-03-17,0
7874,Saint Lucia,2020-03-18,0
7875,Saint Lucia,2020-03-19,0
7876,Saint Lucia,2020-03-20,0
7877,Saint Lucia,2020-03-21,0
7878,Saint Lucia,2020-03-22,0
7879,Saint Lucia,2020-03-23,0
7880,Saint Lucia,2020-03-24,0
7881,Saint Lucia,2020-03-25,0
7882,Saint Lucia,2020-03-26,0
7883,Saint Lucia,2020-03-27,0
7884,Saint Lucia,2020-03-28,0
7885,Saint Lucia,2020-03-29,0
7886,Saint Lucia,2020-03-30,0
7887,Saint Lucia,2020-03-31,0
7888,Saint Lucia,2020-04-01,0
7889,Saint Lucia,2020-04-02,0
7890,Saint Lucia,2020-04-03,0
7891,Saint Lucia,2020-04-04,0
7892,Saint Lucia,2020-04-05,0
7893,Saint Lucia,2020-04-06,0
7894,Saint Lucia,2020-04-07,0
7895,Saint Lucia,2020-04-08,0
7896,Saint Lucia,2020-04-09,0
7897,Saint Lucia,2020-04-10,0
7898,Saint Lucia,2020-04-11,0
7899,Saint Lucia,2020-04-12,0
7900,Saint Lucia,2020-04-13,0
7901,Saint Lucia,2020-04-14,0
7902,Saint Lucia,2020-04-15,0
7903,Saint Lucia,2020-04-16,0
7904,Saint Lucia,2020-04-17,0
7905,Saint Lucia,2020-04-18,0
7906,Saint Lucia,2020-04-19,0
7907,Saint Lucia,2020-04-20,0
7908,Saint Lucia,2020-04-21,0
7909,Saint Lucia,2020-04-22,0
7910,Saint Lucia,2020-04-23,0
7911,Saint Lucia,2020-04-24,0
7912,Saint Lucia,2020-04-25,0
7913,Saint Lucia,2020-04-26,0
7914,Saint Lucia,2020-04-27,0
7915,Saint Lucia,2020-04-28,0
7916,Saint Lucia,2020-04-29,0
7917,Liechtenstein,2020-03-05,0
7918,Liechtenstein,2020-03-12,0
7919,Liechtenstein,2020-03-13,0
7920,Liechtenstein,2020-03-14,0
7921,Liechtenstein,2020-03-15,0
7922,Liechtenstein,2020-03-16,0
7923,Liechtenstein,2020-03-17,0
7924,Liechtenstein,2020-03-18,0
7925,Liechtenstein,2020-03-19,0
7926,Liechtenstein,2020-03-20,0
7927,Liechtenstein,2020-03-21,0
7928,Liechtenstein,2020-03-22,0
7929,Liechtenstein,2020-03-23,0
7930,Liechtenstein,2020-03-24,0
7931,Liechtenstein,2020-03-25,0
7932,Liechtenstein,2020-03-26,0
7933,Liechtenstein,2020-03-27,0
7934,Liechtenstein,2020-03-28,0
7935,Liechtenstein,2020-03-29,0
7936,Liechtenstein,2020-03-30,0
7937,Liechtenstein,2020-03-31,0
7938,Liechtenstein,2020-04-01,0
7939,Liechtenstein,2020-04-02,0
7940,Liechtenstein,2020-04-03,0
7941,Liechtenstein,2020-04-04,0
7942,Liechtenstein,2020-04-05,1
7943,Liechtenstein,2020-04-06,1
7944,Liechtenstein,2020-04-07,1
7945,Liechtenstein,2020-04-08,1
7946,Liechtenstein,2020-04-09,1
7947,Liechtenstein,2020-04-10,1
7948,Liechtenstein,2020-04-11,1
7949,Liechtenstein,2020-04-12,1
7950,Liechtenstein,2020-04-13,1
7951,Liechtenstein,2020-04-14,1
7952,Liechtenstein,2020-04-15,1
7953,Liechtenstein,2020-04-16,1
7954,Liechtenstein,2020-04-17,1
7955,Liechtenstein,2020-04-18,1
7956,Liechtenstein,2020-04-19,1
7957,Liechtenstein,2020-04-20,1
7958,Liechtenstein,2020-04-21,1
7959,Liechtenstein,2020-04-22,1
7960,Liechtenstein,2020-04-23,1
7961,Liechtenstein,2020-04-24,1
7962,Liechtenstein,2020-04-25,1
7963,Liechtenstein,2020-04-26,1
7964,Liechtenstein,2020-04-27,1
7965,Liechtenstein,2020-04-28,1
7966,Liechtenstein,2020-04-29,1
7967,Sri Lanka,2019-12-31,0
7968,Sri Lanka,2020-01-01,0
7969,Sri Lanka,2020-01-02,0
7970,Sri Lanka,2020-01-03,0
7971,Sri Lanka,2020-01-04,0
7972,Sri Lanka,2020-01-05,0
7973,Sri Lanka,2020-01-06,0
7974,Sri Lanka,2020-01-07,0
7975,Sri Lanka,2020-01-08,0
7976,Sri Lanka,2020-01-09,0
7977,Sri Lanka,2020-01-10,0
7978,Sri Lanka,2020-01-11,0
7979,Sri Lanka,2020-01-12,0
7980,Sri Lanka,2020-01-13,0
7981,Sri Lanka,2020-01-14,0
7982,Sri Lanka,2020-01-15,0
7983,Sri Lanka,2020-01-16,0
7984,Sri Lanka,2020-01-17,0
7985,Sri Lanka,2020-01-18,0
7986,Sri Lanka,2020-01-19,0
7987,Sri Lanka,2020-01-20,0
7988,Sri Lanka,2020-01-21,0
7989,Sri Lanka,2020-01-22,0
7990,Sri Lanka,2020-01-23,0
7991,Sri Lanka,2020-01-24,0
7992,Sri Lanka,2020-01-25,0
7993,Sri Lanka,2020-01-26,0
7994,Sri Lanka,2020-01-27,0
7995,Sri Lanka,2020-01-28,0
7996,Sri Lanka,2020-01-29,0
7997,Sri Lanka,2020-01-30,0
7998,Sri Lanka,2020-01-31,0
7999,Sri Lanka,2020-02-01,0
8000,Sri Lanka,2020-02-02,0
8001,Sri Lanka,2020-02-03,0
8002,Sri Lanka,2020-02-04,0
8003,Sri Lanka,2020-02-05,0
8004,Sri Lanka,2020-02-06,0
8005,Sri Lanka,2020-02-07,0
8006,Sri Lanka,2020-02-08,0
8007,Sri Lanka,2020-02-09,0
8008,Sri Lanka,2020-02-10,0
8009,Sri Lanka,2020-02-11,0
8010,Sri Lanka,2020-02-12,0
8011,Sri Lanka,2020-02-13,0
8012,Sri Lanka,2020-02-14,0
8013,Sri Lanka,2020-02-15,0
8014,Sri Lanka,2020-02-16,0
8015,Sri Lanka,2020-02-17,0
8016,Sri Lanka,2020-02-18,0
8017,Sri Lanka,2020-02-19,0
8018,Sri Lanka,2020-02-20,0
8019,Sri Lanka,2020-02-21,0
8020,Sri Lanka,2020-02-22,0
8021,Sri Lanka,2020-02-23,0
8022,Sri Lanka,2020-02-24,0
8023,Sri Lanka,2020-02-25,0
8024,Sri Lanka,2020-02-26,0
8025,Sri Lanka,2020-02-27,0
8026,Sri Lanka,2020-02-28,0
8027,Sri Lanka,2020-02-29,0
8028,Sri Lanka,2020-03-01,0
8029,Sri Lanka,2020-03-02,0
8030,Sri Lanka,2020-03-12,0
8031,Sri Lanka,2020-03-13,0
8032,Sri Lanka,2020-03-14,0
8033,Sri Lanka,2020-03-15,0
8034,Sri Lanka,2020-03-16,0
8035,Sri Lanka,2020-03-17,0
8036,Sri Lanka,2020-03-18,0
8037,Sri Lanka,2020-03-19,0
8038,Sri Lanka,2020-03-20,0
8039,Sri Lanka,2020-03-21,0
8040,Sri Lanka,2020-03-22,0
8041,Sri Lanka,2020-03-23,0
8042,Sri Lanka,2020-03-24,0
8043,Sri Lanka,2020-03-25,0
8044,Sri Lanka,2020-03-26,0
8045,Sri Lanka,2020-03-27,0
8046,Sri Lanka,2020-03-28,0
8047,Sri Lanka,2020-03-29,1
8048,Sri Lanka,2020-03-30,1
8049,Sri Lanka,2020-03-31,1
8050,Sri Lanka,2020-04-01,2
8051,Sri Lanka,2020-04-02,2
8052,Sri Lanka,2020-04-03,3
8053,Sri Lanka,2020-04-04,4
8054,Sri Lanka,2020-04-05,5
8055,Sri Lanka,2020-04-06,5
8056,Sri Lanka,2020-04-07,5
8057,Sri Lanka,2020-04-08,6
8058,Sri Lanka,2020-04-09,7
8059,Sri Lanka,2020-04-10,7
8060,Sri Lanka,2020-04-11,7
8061,Sri Lanka,2020-04-12,7
8062,Sri Lanka,2020-04-13,7
8063,Sri Lanka,2020-04-14,7
8064,Sri Lanka,2020-04-15,7
8065,Sri Lanka,2020-04-16,7
8066,Sri Lanka,2020-04-17,7
8067,Sri Lanka,2020-04-18,7
8068,Sri Lanka,2020-04-19,7
8069,Sri Lanka,2020-04-20,7
8070,Sri Lanka,2020-04-21,7
8071,Sri Lanka,2020-04-22,7
8072,Sri Lanka,2020-04-23,7
8073,Sri Lanka,2020-04-24,7
8074,Sri Lanka,2020-04-25,7
8075,Sri Lanka,2020-04-26,7
8076,Sri Lanka,2020-04-27,7
8077,Sri Lanka,2020-04-28,7
8078,Sri Lanka,2020-04-29,7
8079,Lithuania,2019-12-31,0
8080,Lithuania,2020-01-01,0
8081,Lithuania,2020-01-02,0
8082,Lithuania,2020-01-03,0
8083,Lithuania,2020-01-04,0
8084,Lithuania,2020-01-05,0
8085,Lithuania,2020-01-06,0
8086,Lithuania,2020-01-07,0
8087,Lithuania,2020-01-08,0
8088,Lithuania,2020-01-09,0
8089,Lithuania,2020-01-10,0
8090,Lithuania,2020-01-11,0
8091,Lithuania,2020-01-12,0
8092,Lithuania,2020-01-13,0
8093,Lithuania,2020-01-14,0
8094,Lithuania,2020-01-15,0
8095,Lithuania,2020-01-16,0
8096,Lithuania,2020-01-17,0
8097,Lithuania,2020-01-18,0
8098,Lithuania,2020-01-19,0
8099,Lithuania,2020-01-20,0
8100,Lithuania,2020-01-21,0
8101,Lithuania,2020-01-22,0
8102,Lithuania,2020-01-23,0
8103,Lithuania,2020-01-24,0
8104,Lithuania,2020-01-25,0
8105,Lithuania,2020-01-26,0
8106,Lithuania,2020-01-27,0
8107,Lithuania,2020-01-28,0
8108,Lithuania,2020-01-29,0
8109,Lithuania,2020-01-30,0
8110,Lithuania,2020-01-31,0
8111,Lithuania,2020-02-01,0
8112,Lithuania,2020-02-02,0
8113,Lithuania,2020-02-03,0
8114,Lithuania,2020-02-04,0
8115,Lithuania,2020-02-05,0
8116,Lithuania,2020-02-06,0
8117,Lithuania,2020-02-07,0
8118,Lithuania,2020-02-08,0
8119,Lithuania,2020-02-09,0
8120,Lithuania,2020-02-10,0
8121,Lithuania,2020-02-11,0
8122,Lithuania,2020-02-12,0
8123,Lithuania,2020-02-13,0
8124,Lithuania,2020-02-14,0
8125,Lithuania,2020-02-15,0
8126,Lithuania,2020-02-16,0
8127,Lithuania,2020-02-17,0
8128,Lithuania,2020-02-18,0
8129,Lithuania,2020-02-19,0
8130,Lithuania,2020-02-20,0
8131,Lithuania,2020-02-21,0
8132,Lithuania,2020-02-22,0
8133,Lithuania,2020-02-23,0
8134,Lithuania,2020-02-24,0
8135,Lithuania,2020-02-25,0
8136,Lithuania,2020-02-26,0
8137,Lithuania,2020-02-27,0
8138,Lithuania,2020-02-28,0
8139,Lithuania,2020-02-29,0
8140,Lithuania,2020-03-01,0
8141,Lithuania,2020-03-02,0
8142,Lithuania,2020-03-04,0
8143,Lithuania,2020-03-11,0
8144,Lithuania,2020-03-12,0
8145,Lithuania,2020-03-13,0
8146,Lithuania,2020-03-14,0
8147,Lithuania,2020-03-15,0
8148,Lithuania,2020-03-16,0
8149,Lithuania,2020-03-17,0
8150,Lithuania,2020-03-18,0
8151,Lithuania,2020-03-19,0
8152,Lithuania,2020-03-20,0
8153,Lithuania,2020-03-21,1
8154,Lithuania,2020-03-22,1
8155,Lithuania,2020-03-23,1
8156,Lithuania,2020-03-24,1
8157,Lithuania,2020-03-25,2
8158,Lithuania,2020-03-26,4
8159,Lithuania,2020-03-27,4
8160,Lithuania,2020-03-28,5
8161,Lithuania,2020-03-29,7
8162,Lithuania,2020-03-30,7
8163,Lithuania,2020-03-31,7
8164,Lithuania,2020-04-01,7
8165,Lithuania,2020-04-02,8
8166,Lithuania,2020-04-03,9
8167,Lithuania,2020-04-04,9
8168,Lithuania,2020-04-05,9
8169,Lithuania,2020-04-06,13
8170,Lithuania,2020-04-07,14
8171,Lithuania,2020-04-08,15
8172,Lithuania,2020-04-09,15
8173,Lithuania,2020-04-10,15
8174,Lithuania,2020-04-11,17
8175,Lithuania,2020-04-12,23
8176,Lithuania,2020-04-13,24
8177,Lithuania,2020-04-14,24
8178,Lithuania,2020-04-15,24
8179,Lithuania,2020-04-16,29
8180,Lithuania,2020-04-17,32
8181,Lithuania,2020-04-18,33
8182,Lithuania,2020-04-19,33
8183,Lithuania,2020-04-20,36
8184,Lithuania,2020-04-21,37
8185,Lithuania,2020-04-22,38
8186,Lithuania,2020-04-23,38
8187,Lithuania,2020-04-24,40
8188,Lithuania,2020-04-25,40
8189,Lithuania,2020-04-26,41
8190,Lithuania,2020-04-27,41
8191,Lithuania,2020-04-28,41
8192,Lithuania,2020-04-29,44
8193,Luxembourg,2019-12-31,0
8194,Luxembourg,2020-01-01,0
8195,Luxembourg,2020-01-02,0
8196,Luxembourg,2020-01-03,0
8197,Luxembourg,2020-01-04,0
8198,Luxembourg,2020-01-05,0
8199,Luxembourg,2020-01-06,0
8200,Luxembourg,2020-01-07,0
8201,Luxembourg,2020-01-08,0
8202,Luxembourg,2020-01-09,0
8203,Luxembourg,2020-01-10,0
8204,Luxembourg,2020-01-11,0
8205,Luxembourg,2020-01-12,0
8206,Luxembourg,2020-01-13,0
8207,Luxembourg,2020-01-14,0
8208,Luxembourg,2020-01-15,0
8209,Luxembourg,2020-01-16,0
8210,Luxembourg,2020-01-17,0
8211,Luxembourg,2020-01-18,0
8212,Luxembourg,2020-01-19,0
8213,Luxembourg,2020-01-20,0
8214,Luxembourg,2020-01-21,0
8215,Luxembourg,2020-01-22,0
8216,Luxembourg,2020-01-23,0
8217,Luxembourg,2020-01-24,0
8218,Luxembourg,2020-01-25,0
8219,Luxembourg,2020-01-26,0
8220,Luxembourg,2020-01-27,0
8221,Luxembourg,2020-01-28,0
8222,Luxembourg,2020-01-29,0
8223,Luxembourg,2020-01-30,0
8224,Luxembourg,2020-01-31,0
8225,Luxembourg,2020-02-01,0
8226,Luxembourg,2020-02-02,0
8227,Luxembourg,2020-02-03,0
8228,Luxembourg,2020-02-04,0
8229,Luxembourg,2020-02-05,0
8230,Luxembourg,2020-02-06,0
8231,Luxembourg,2020-02-07,0
8232,Luxembourg,2020-02-08,0
8233,Luxembourg,2020-02-09,0
8234,Luxembourg,2020-02-10,0
8235,Luxembourg,2020-02-11,0
8236,Luxembourg,2020-02-12,0
8237,Luxembourg,2020-02-13,0
8238,Luxembourg,2020-02-14,0
8239,Luxembourg,2020-02-15,0
8240,Luxembourg,2020-02-16,0
8241,Luxembourg,2020-02-17,0
8242,Luxembourg,2020-02-18,0
8243,Luxembourg,2020-02-19,0
8244,Luxembourg,2020-02-20,0
8245,Luxembourg,2020-02-21,0
8246,Luxembourg,2020-02-22,0
8247,Luxembourg,2020-02-23,0
8248,Luxembourg,2020-02-24,0
8249,Luxembourg,2020-02-25,0
8250,Luxembourg,2020-02-26,0
8251,Luxembourg,2020-02-27,0
8252,Luxembourg,2020-02-28,0
8253,Luxembourg,2020-02-29,0
8254,Luxembourg,2020-03-01,0
8255,Luxembourg,2020-03-02,0
8256,Luxembourg,2020-03-07,0
8257,Luxembourg,2020-03-09,0
8258,Luxembourg,2020-03-11,0
8259,Luxembourg,2020-03-12,0
8260,Luxembourg,2020-03-13,0
8261,Luxembourg,2020-03-14,1
8262,Luxembourg,2020-03-16,1
8263,Luxembourg,2020-03-17,1
8264,Luxembourg,2020-03-18,1
8265,Luxembourg,2020-03-19,2
8266,Luxembourg,2020-03-20,4
8267,Luxembourg,2020-03-21,5
8268,Luxembourg,2020-03-22,8
8269,Luxembourg,2020-03-23,8
8270,Luxembourg,2020-03-24,8
8271,Luxembourg,2020-03-25,8
8272,Luxembourg,2020-03-26,8
8273,Luxembourg,2020-03-27,9
8274,Luxembourg,2020-03-28,15
8275,Luxembourg,2020-03-29,18
8276,Luxembourg,2020-03-30,21
8277,Luxembourg,2020-03-31,22
8278,Luxembourg,2020-04-01,23
8279,Luxembourg,2020-04-02,29
8280,Luxembourg,2020-04-03,30
8281,Luxembourg,2020-04-04,31
8282,Luxembourg,2020-04-05,31
8283,Luxembourg,2020-04-06,36
8284,Luxembourg,2020-04-07,41
8285,Luxembourg,2020-04-08,44
8286,Luxembourg,2020-04-09,46
8287,Luxembourg,2020-04-10,52
8288,Luxembourg,2020-04-11,54
8289,Luxembourg,2020-04-12,62
8290,Luxembourg,2020-04-13,66
8291,Luxembourg,2020-04-14,67
8292,Luxembourg,2020-04-15,67
8293,Luxembourg,2020-04-16,69
8294,Luxembourg,2020-04-17,69
8295,Luxembourg,2020-04-18,72
8296,Luxembourg,2020-04-19,72
8297,Luxembourg,2020-04-20,73
8298,Luxembourg,2020-04-21,75
8299,Luxembourg,2020-04-22,78
8300,Luxembourg,2020-04-23,80
8301,Luxembourg,2020-04-24,83
8302,Luxembourg,2020-04-25,85
8303,Luxembourg,2020-04-26,85
8304,Luxembourg,2020-04-27,88
8305,Luxembourg,2020-04-28,88
8306,Luxembourg,2020-04-29,89
8307,Latvia,2020-02-29,0
8308,Latvia,2020-03-01,0
8309,Latvia,2020-03-02,0
8310,Latvia,2020-03-03,0
8311,Latvia,2020-03-04,0
8312,Latvia,2020-03-05,0
8313,Latvia,2020-03-06,0
8314,Latvia,2020-03-07,0
8315,Latvia,2020-03-08,0
8316,Latvia,2020-03-09,0
8317,Latvia,2020-03-10,0
8318,Latvia,2020-03-11,0
8319,Latvia,2020-03-12,0
8320,Latvia,2020-03-13,0
8321,Latvia,2020-03-14,0
8322,Latvia,2020-03-15,0
8323,Latvia,2020-03-16,0
8324,Latvia,2020-03-17,0
8325,Latvia,2020-03-18,0
8326,Latvia,2020-03-19,0
8327,Latvia,2020-03-20,0
8328,Latvia,2020-03-21,0
8329,Latvia,2020-03-22,0
8330,Latvia,2020-03-23,0
8331,Latvia,2020-03-24,0
8332,Latvia,2020-03-25,0
8333,Latvia,2020-03-26,0
8334,Latvia,2020-03-27,0
8335,Latvia,2020-03-28,0
8336,Latvia,2020-03-29,0
8337,Latvia,2020-03-30,0
8338,Latvia,2020-03-31,0
8339,Latvia,2020-04-01,0
8340,Latvia,2020-04-02,0
8341,Latvia,2020-04-03,0
8342,Latvia,2020-04-04,1
8343,Latvia,2020-04-05,1
8344,Latvia,2020-04-06,1
8345,Latvia,2020-04-07,1
8346,Latvia,2020-04-08,2
8347,Latvia,2020-04-09,2
8348,Latvia,2020-04-10,2
8349,Latvia,2020-04-11,2
8350,Latvia,2020-04-12,3
8351,Latvia,2020-04-13,5
8352,Latvia,2020-04-14,5
8353,Latvia,2020-04-15,5
8354,Latvia,2020-04-16,5
8355,Latvia,2020-04-17,5
8356,Latvia,2020-04-18,5
8357,Latvia,2020-04-19,5
8358,Latvia,2020-04-20,5
8359,Latvia,2020-04-21,5
8360,Latvia,2020-04-22,9
8361,Latvia,2020-04-23,11
8362,Latvia,2020-04-24,11
8363,Latvia,2020-04-25,12
8364,Latvia,2020-04-26,12
8365,Latvia,2020-04-27,12
8366,Latvia,2020-04-28,13
8367,Latvia,2020-04-29,13
8368,Morocco,2020-03-02,0
8369,Morocco,2020-03-03,0
8370,Morocco,2020-03-04,0
8371,Morocco,2020-03-05,0
8372,Morocco,2020-03-06,0
8373,Morocco,2020-03-07,0
8374,Morocco,2020-03-09,0
8375,Morocco,2020-03-10,0
8376,Morocco,2020-03-11,0
8377,Morocco,2020-03-12,1
8378,Morocco,2020-03-13,1
8379,Morocco,2020-03-14,1
8380,Morocco,2020-03-15,1
8381,Morocco,2020-03-16,1
8382,Morocco,2020-03-17,1
8383,Morocco,2020-03-18,2
8384,Morocco,2020-03-19,2
8385,Morocco,2020-03-20,2
8386,Morocco,2020-03-21,3
8387,Morocco,2020-03-22,3
8388,Morocco,2020-03-23,4
8389,Morocco,2020-03-24,4
8390,Morocco,2020-03-25,5
8391,Morocco,2020-03-26,6
8392,Morocco,2020-03-27,10
8393,Morocco,2020-03-28,23
8394,Morocco,2020-03-29,23
8395,Morocco,2020-03-30,26
8396,Morocco,2020-03-31,33
8397,Morocco,2020-04-01,36
8398,Morocco,2020-04-02,39
8399,Morocco,2020-04-03,44
8400,Morocco,2020-04-04,44
8401,Morocco,2020-04-05,59
8402,Morocco,2020-04-06,70
8403,Morocco,2020-04-07,80
8404,Morocco,2020-04-08,90
8405,Morocco,2020-04-09,93
8406,Morocco,2020-04-10,97
8407,Morocco,2020-04-11,107
8408,Morocco,2020-04-12,111
8409,Morocco,2020-04-13,118
8410,Morocco,2020-04-14,126
8411,Morocco,2020-04-15,126
8412,Morocco,2020-04-16,127
8413,Morocco,2020-04-17,130
8414,Morocco,2020-04-18,135
8415,Morocco,2020-04-19,137
8416,Morocco,2020-04-20,141
8417,Morocco,2020-04-21,143
8418,Morocco,2020-04-22,145
8419,Morocco,2020-04-23,149
8420,Morocco,2020-04-24,155
8421,Morocco,2020-04-25,158
8422,Morocco,2020-04-26,159
8423,Morocco,2020-04-27,161
8424,Morocco,2020-04-28,162
8425,Morocco,2020-04-29,165
8426,Monaco,2019-12-31,0
8427,Monaco,2020-01-01,0
8428,Monaco,2020-01-02,0
8429,Monaco,2020-01-03,0
8430,Monaco,2020-01-04,0
8431,Monaco,2020-01-05,0
8432,Monaco,2020-01-06,0
8433,Monaco,2020-01-07,0
8434,Monaco,2020-01-08,0
8435,Monaco,2020-01-09,0
8436,Monaco,2020-01-10,0
8437,Monaco,2020-01-11,0
8438,Monaco,2020-01-12,0
8439,Monaco,2020-01-13,0
8440,Monaco,2020-01-14,0
8441,Monaco,2020-01-15,0
8442,Monaco,2020-01-16,0
8443,Monaco,2020-01-17,0
8444,Monaco,2020-01-18,0
8445,Monaco,2020-01-19,0
8446,Monaco,2020-01-20,0
8447,Monaco,2020-01-21,0
8448,Monaco,2020-01-22,0
8449,Monaco,2020-01-23,0
8450,Monaco,2020-01-24,0
8451,Monaco,2020-01-25,0
8452,Monaco,2020-01-26,0
8453,Monaco,2020-01-27,0
8454,Monaco,2020-01-28,0
8455,Monaco,2020-01-29,0
8456,Monaco,2020-01-30,0
8457,Monaco,2020-01-31,0
8458,Monaco,2020-02-01,0
8459,Monaco,2020-02-02,0
8460,Monaco,2020-02-03,0
8461,Monaco,2020-02-04,0
8462,Monaco,2020-02-05,0
8463,Monaco,2020-02-06,0
8464,Monaco,2020-02-07,0
8465,Monaco,2020-02-08,0
8466,Monaco,2020-02-09,0
8467,Monaco,2020-02-10,0
8468,Monaco,2020-02-11,0
8469,Monaco,2020-02-12,0
8470,Monaco,2020-02-13,0
8471,Monaco,2020-02-14,0
8472,Monaco,2020-02-15,0
8473,Monaco,2020-02-16,0
8474,Monaco,2020-02-17,0
8475,Monaco,2020-02-18,0
8476,Monaco,2020-02-19,0
8477,Monaco,2020-02-20,0
8478,Monaco,2020-02-21,0
8479,Monaco,2020-02-22,0
8480,Monaco,2020-02-23,0
8481,Monaco,2020-02-24,0
8482,Monaco,2020-02-25,0
8483,Monaco,2020-02-26,0
8484,Monaco,2020-02-27,0
8485,Monaco,2020-02-28,0
8486,Monaco,2020-02-29,0
8487,Monaco,2020-03-01,0
8488,Monaco,2020-03-02,0
8489,Monaco,2020-03-15,0
8490,Monaco,2020-03-16,0
8491,Monaco,2020-03-17,0
8492,Monaco,2020-03-18,0
8493,Monaco,2020-03-19,0
8494,Monaco,2020-03-20,0
8495,Monaco,2020-03-21,0
8496,Monaco,2020-03-22,0
8497,Monaco,2020-03-23,0
8498,Monaco,2020-03-24,0
8499,Monaco,2020-03-25,0
8500,Monaco,2020-03-26,0
8501,Monaco,2020-03-27,0
8502,Monaco,2020-03-28,0
8503,Monaco,2020-03-29,0
8504,Monaco,2020-03-30,0
8505,Monaco,2020-03-31,0
8506,Monaco,2020-04-01,0
8507,Monaco,2020-04-02,0
8508,Monaco,2020-04-03,0
8509,Monaco,2020-04-04,0
8510,Monaco,2020-04-05,2
8511,Monaco,2020-04-06,2
8512,Monaco,2020-04-07,2
8513,Monaco,2020-04-08,2
8514,Monaco,2020-04-09,2
8515,Monaco,2020-04-10,2
8516,Monaco,2020-04-11,2
8517,Monaco,2020-04-12,2
8518,Monaco,2020-04-13,2
8519,Monaco,2020-04-14,2
8520,Monaco,2020-04-15,2
8521,Monaco,2020-04-16,3
8522,Monaco,2020-04-17,3
8523,Monaco,2020-04-18,3
8524,Monaco,2020-04-19,3
8525,Monaco,2020-04-20,3
8526,Monaco,2020-04-21,3
8527,Monaco,2020-04-22,3
8528,Monaco,2020-04-23,3
8529,Monaco,2020-04-24,4
8530,Monaco,2020-04-25,4
8531,Monaco,2020-04-26,4
8532,Monaco,2020-04-27,4
8533,Monaco,2020-04-28,4
8534,Monaco,2020-04-29,4
8535,Moldova,2020-03-08,0
8536,Moldova,2020-03-11,0
8537,Moldova,2020-03-12,0
8538,Moldova,2020-03-13,0
8539,Moldova,2020-03-14,0
8540,Moldova,2020-03-15,0
8541,Moldova,2020-03-16,0
8542,Moldova,2020-03-17,0
8543,Moldova,2020-03-18,0
8544,Moldova,2020-03-19,1
8545,Moldova,2020-03-20,1
8546,Moldova,2020-03-21,1
8547,Moldova,2020-03-22,1
8548,Moldova,2020-03-23,1
8549,Moldova,2020-03-24,1
8550,Moldova,2020-03-25,1
8551,Moldova,2020-03-26,1
8552,Moldova,2020-03-27,1
8553,Moldova,2020-03-28,2
8554,Moldova,2020-03-29,2
8555,Moldova,2020-03-30,2
8556,Moldova,2020-03-31,2
8557,Moldova,2020-04-01,4
8558,Moldova,2020-04-02,5
8559,Moldova,2020-04-03,6
8560,Moldova,2020-04-04,8
8561,Moldova,2020-04-05,12
8562,Moldova,2020-04-06,15
8563,Moldova,2020-04-07,19
8564,Moldova,2020-04-08,22
8565,Moldova,2020-04-09,27
8566,Moldova,2020-04-10,29
8567,Moldova,2020-04-11,29
8568,Moldova,2020-04-12,30
8569,Moldova,2020-04-13,32
8570,Moldova,2020-04-14,36
8571,Moldova,2020-04-15,40
8572,Moldova,2020-04-16,46
8573,Moldova,2020-04-17,54
8574,Moldova,2020-04-18,56
8575,Moldova,2020-04-19,60
8576,Moldova,2020-04-20,67
8577,Moldova,2020-04-21,70
8578,Moldova,2020-04-22,73
8579,Moldova,2020-04-23,76
8580,Moldova,2020-04-24,80
8581,Moldova,2020-04-25,87
8582,Moldova,2020-04-26,94
8583,Moldova,2020-04-27,96
8584,Moldova,2020-04-28,102
8585,Moldova,2020-04-29,107
8586,Madagascar,2020-03-21,0
8587,Madagascar,2020-03-22,0
8588,Madagascar,2020-03-23,0
8589,Madagascar,2020-03-24,0
8590,Madagascar,2020-03-25,0
8591,Madagascar,2020-03-26,0
8592,Madagascar,2020-03-27,0
8593,Madagascar,2020-03-28,0
8594,Madagascar,2020-03-29,0
8595,Madagascar,2020-03-30,0
8596,Madagascar,2020-03-31,0
8597,Madagascar,2020-04-01,0
8598,Madagascar,2020-04-02,0
8599,Madagascar,2020-04-03,0
8600,Madagascar,2020-04-04,0
8601,Madagascar,2020-04-05,0
8602,Madagascar,2020-04-06,0
8603,Madagascar,2020-04-07,0
8604,Madagascar,2020-04-08,0
8605,Madagascar,2020-04-09,0
8606,Madagascar,2020-04-10,0
8607,Madagascar,2020-04-11,0
8608,Madagascar,2020-04-12,0
8609,Madagascar,2020-04-13,0
8610,Madagascar,2020-04-14,0
8611,Madagascar,2020-04-15,0
8612,Madagascar,2020-04-16,0
8613,Madagascar,2020-04-17,0
8614,Madagascar,2020-04-18,0
8615,Madagascar,2020-04-19,0
8616,Madagascar,2020-04-20,0
8617,Madagascar,2020-04-21,0
8618,Madagascar,2020-04-22,0
8619,Madagascar,2020-04-23,0
8620,Madagascar,2020-04-24,0
8621,Madagascar,2020-04-25,0
8622,Madagascar,2020-04-26,0
8623,Madagascar,2020-04-27,0
8624,Madagascar,2020-04-28,0
8625,Madagascar,2020-04-29,0
8626,Maldives,2020-03-08,0
8627,Maldives,2020-03-09,0
8628,Maldives,2020-03-11,0
8629,Maldives,2020-03-12,0
8630,Maldives,2020-03-14,0
8631,Maldives,2020-03-15,0
8632,Maldives,2020-03-16,0
8633,Maldives,2020-03-17,0
