,location,date,total_deaths
1808,Bolivia,2020-04-11,20
1809,Bolivia,2020-04-12,24
1810,Bolivia,2020-04-13,27
1811,Bolivia,2020-04-14,28
1812,Bolivia,2020-04-15,28
1813,Bolivia,2020-04-16,29
1814,Bolivia,2020-04-17,31
1815,Bolivia,2020-04-18,31
1816,Bolivia,2020-04-19,32
1817,Bolivia,2020-04-20,33
1818,Bolivia,2020-04-21,34
1819,Bolivia,2020-04-22,37
1820,Bolivia,2020-04-23,40
1821,Bolivia,2020-04-24,43
1822,Bolivia,2020-04-25,44
1823,Bolivia,2020-04-26,46
1824,Bolivia,2020-04-27,50
1825,Bolivia,2020-04-28,53
1826,Bolivia,2020-04-29,55
1827,Brazil,2019-12-31,0
1828,Brazil,2020-01-01,0
1829,Brazil,2020-01-02,0
1830,Brazil,2020-01-03,0
1831,Brazil,2020-01-04,0
1832,Brazil,2020-01-05,0
1833,Brazil,2020-01-06,0
1834,Brazil,2020-01-07,0
1835,Brazil,2020-01-08,0
1836,Brazil,2020-01-09,0
1837,Brazil,2020-01-10,0
1838,Brazil,2020-01-11,0
1839,Brazil,2020-01-12,0
1840,Brazil,2020-01-13,0
1841,Brazil,2020-01-14,0
1842,Brazil,2020-01-15,0
1843,Brazil,2020-01-16,0
1844,Brazil,2020-01-17,0
1845,Brazil,2020-01-18,0
1846,Brazil,2020-01-19,0
1847,Brazil,2020-01-20,0
1848,Brazil,2020-01-21,0
1849,Brazil,2020-01-22,0
1850,Brazil,2020-01-23,0
1851,Brazil,2020-01-24,0
1852,Brazil,2020-01-25,0
1853,Brazil,2020-01-26,0
1854,Brazil,2020-01-27,0
1855,Brazil,2020-01-28,0
1856,Brazil,2020-01-29,0
1857,Brazil,2020-01-30,0
1858,Brazil,2020-01-31,0
1859,Brazil,2020-02-01,0
1860,Brazil,2020-02-02,0
1861,Brazil,2020-02-03,0
1862,Brazil,2020-02-04,0
1863,Brazil,2020-02-05,0
1864,Brazil,2020-02-06,0
1865,Brazil,2020-02-07,0
1866,Brazil,2020-02-08,0
1867,Brazil,2020-02-09,0
1868,Brazil,2020-02-10,0
1869,Brazil,2020-02-11,0
1870,Brazil,2020-02-12,0
1871,Brazil,2020-02-13,0
1872,Brazil,2020-02-14,0
1873,Brazil,2020-02-15,0
1874,Brazil,2020-02-16,0
1875,Brazil,2020-02-17,0
1876,Brazil,2020-02-18,0
1877,Brazil,2020-02-19,0
1878,Brazil,2020-02-20,0
1879,Brazil,2020-02-21,0
1880,Brazil,2020-02-22,0
1881,Brazil,2020-02-23,0
1882,Brazil,2020-02-24,0
1883,Brazil,2020-02-25,0
1884,Brazil,2020-02-26,0
1885,Brazil,2020-02-27,0
1886,Brazil,2020-02-28,0
1887,Brazil,2020-02-29,0
1888,Brazil,2020-03-01,0
1889,Brazil,2020-03-02,0
1890,Brazil,2020-03-03,0
1891,Brazil,2020-03-04,0
1892,Brazil,2020-03-05,0
1893,Brazil,2020-03-06,0
1894,Brazil,2020-03-07,0
1895,Brazil,2020-03-08,0
1896,Brazil,2020-03-09,0
1897,Brazil,2020-03-10,0
1898,Brazil,2020-03-11,0
1899,Brazil,2020-03-12,0
1900,Brazil,2020-03-13,0
1901,Brazil,2020-03-14,0
1902,Brazil,2020-03-15,0
1903,Brazil,2020-03-16,0
1904,Brazil,2020-03-17,0
1905,Brazil,2020-03-18,1
1906,Brazil,2020-03-19,4
1907,Brazil,2020-03-20,6
1908,Brazil,2020-03-21,11
1909,Brazil,2020-03-22,18
1910,Brazil,2020-03-23,25
1911,Brazil,2020-03-24,34
1912,Brazil,2020-03-25,46
1913,Brazil,2020-03-26,57
1914,Brazil,2020-03-27,77
1915,Brazil,2020-03-28,92
1916,Brazil,2020-03-29,114
1917,Brazil,2020-03-30,136
1918,Brazil,2020-03-31,159
1919,Brazil,2020-04-01,201
1920,Brazil,2020-04-02,241
1921,Brazil,2020-04-03,299
1922,Brazil,2020-04-04,359
1923,Brazil,2020-04-05,432
1924,Brazil,2020-04-06,486
1925,Brazil,2020-04-07,553
1926,Brazil,2020-04-08,667
1927,Brazil,2020-04-09,800
1928,Brazil,2020-04-10,941
1929,Brazil,2020-04-11,1056
1930,Brazil,2020-04-12,1124
1931,Brazil,2020-04-13,1223
1932,Brazil,2020-04-14,1328
1933,Brazil,2020-04-15,1532
1934,Brazil,2020-04-16,1736
1935,Brazil,2020-04-17,1924
1936,Brazil,2020-04-18,2141
1937,Brazil,2020-04-19,2347
1938,Brazil,2020-04-20,2462
1939,Brazil,2020-04-21,2575
1940,Brazil,2020-04-22,2741
1941,Brazil,2020-04-23,2906
1942,Brazil,2020-04-24,3313
1943,Brazil,2020-04-25,3670
1944,Brazil,2020-04-26,4016
1945,Brazil,2020-04-27,4205
1946,Brazil,2020-04-28,4543
1947,Brazil,2020-04-29,5017
1948,Barbados,2020-03-18,0
1949,Barbados,2020-03-19,0
1950,Barbados,2020-03-20,0
1951,Barbados,2020-03-21,0
1952,Barbados,2020-03-22,0
1953,Barbados,2020-03-23,0
1954,Barbados,2020-03-24,0
1955,Barbados,2020-03-25,0
1956,Barbados,2020-03-26,0
1957,Barbados,2020-03-27,0
1958,Barbados,2020-03-28,0
1959,Barbados,2020-03-29,0
1960,Barbados,2020-03-30,0
1961,Barbados,2020-03-31,0
1962,Barbados,2020-04-01,0
1963,Barbados,2020-04-02,0
1964,Barbados,2020-04-03,0
1965,Barbados,2020-04-04,0
1966,Barbados,2020-04-05,0
1967,Barbados,2020-04-06,1
1968,Barbados,2020-04-07,2
1969,Barbados,2020-04-08,3
1970,Barbados,2020-04-09,3
1971,Barbados,2020-04-10,3
1972,Barbados,2020-04-11,4
1973,Barbados,2020-04-12,4
1974,Barbados,2020-04-13,4
1975,Barbados,2020-04-14,4
1976,Barbados,2020-04-15,5
1977,Barbados,2020-04-16,5
1978,Barbados,2020-04-17,5
1979,Barbados,2020-04-18,5
1980,Barbados,2020-04-19,5
1981,Barbados,2020-04-20,5
1982,Barbados,2020-04-21,5
1983,Barbados,2020-04-22,5
1984,Barbados,2020-04-23,6
1985,Barbados,2020-04-24,6
1986,Barbados,2020-04-25,6
1987,Barbados,2020-04-26,6
1988,Barbados,2020-04-27,6
1989,Barbados,2020-04-28,6
1990,Barbados,2020-04-29,6
1991,Brunei,2020-03-10,0
1992,Brunei,2020-03-12,0
1993,Brunei,2020-03-13,0
1994,Brunei,2020-03-14,0
1995,Brunei,2020-03-15,0
1996,Brunei,2020-03-16,0
1997,Brunei,2020-03-17,0
1998,Brunei,2020-03-18,0
1999,Brunei,2020-03-19,0
2000,Brunei,2020-03-20,0
2001,Brunei,2020-03-21,0
2002,Brunei,2020-03-22,0
2003,Brunei,2020-03-23,0
2004,Brunei,2020-03-24,0
2005,Brunei,2020-03-25,0
2006,Brunei,2020-03-26,0
2007,Brunei,2020-03-27,0
2008,Brunei,2020-03-28,0
2009,Brunei,2020-03-29,1
2010,Brunei,2020-03-30,1
2011,Brunei,2020-03-31,1
2012,Brunei,2020-04-01,1
2013,Brunei,2020-04-02,1
2014,Brunei,2020-04-03,1
2015,Brunei,2020-04-04,1
2016,Brunei,2020-04-05,1
2017,Brunei,2020-04-06,1
2018,Brunei,2020-04-07,1
2019,Brunei,2020-04-08,1
2020,Brunei,2020-04-09,1
2021,Brunei,2020-04-10,1
2022,Brunei,2020-04-11,1
2023,Brunei,2020-04-12,1
2024,Brunei,2020-04-13,1
2025,Brunei,2020-04-14,1
2026,Brunei,2020-04-15,1
2027,Brunei,2020-04-16,1
2028,Brunei,2020-04-17,1
2029,Brunei,2020-04-18,1
2030,Brunei,2020-04-19,1
2031,Brunei,2020-04-20,1
2032,Brunei,2020-04-21,1
2033,Brunei,2020-04-22,1
2034,Brunei,2020-04-23,1
2035,Brunei,2020-04-24,1
2036,Brunei,2020-04-25,1
2037,Brunei,2020-04-26,1
2038,Brunei,2020-04-27,1
2039,Brunei,2020-04-28,1
2040,Brunei,2020-04-29,1
2041,Bhutan,2020-03-06,0
2042,Bhutan,2020-03-13,0
2043,Bhutan,2020-03-15,0
2044,Bhutan,2020-03-17,0
2045,Bhutan,2020-03-18,0
2046,Bhutan,2020-03-19,0
2047,Bhutan,2020-03-20,0
2048,Bhutan,2020-03-21,0
2049,Bhutan,2020-03-22,0
2050,Bhutan,2020-03-23,0
2051,Bhutan,2020-03-24,0
2052,Bhutan,2020-03-25,0
2053,Bhutan,2020-03-26,0
2054,Bhutan,2020-03-27,0
2055,Bhutan,2020-03-28,0
2056,Bhutan,2020-03-29,0
2057,Bhutan,2020-03-30,0
2058,Bhutan,2020-03-31,0
2059,Bhutan,2020-04-01,0
2060,Bhutan,2020-04-02,0
2061,Bhutan,2020-04-03,0
2062,Bhutan,2020-04-04,0
2063,Bhutan,2020-04-05,0
2064,Bhutan,2020-04-06,0
2065,Bhutan,2020-04-07,0
2066,Bhutan,2020-04-08,0
2067,Bhutan,2020-04-09,0
2068,Bhutan,2020-04-10,0
2069,Bhutan,2020-04-11,0
2070,Bhutan,2020-04-12,0
2071,Bhutan,2020-04-13,0
2072,Bhutan,2020-04-14,0
2073,Bhutan,2020-04-15,0
2074,Bhutan,2020-04-16,0
2075,Bhutan,2020-04-17,0
2076,Bhutan,2020-04-18,0
2077,Bhutan,2020-04-19,0
2078,Bhutan,2020-04-20,0
2079,Bhutan,2020-04-21,0
2080,Bhutan,2020-04-22,0
2081,Bhutan,2020-04-23,0
2082,Bhutan,2020-04-24,0
2083,Bhutan,2020-04-25,0
2084,Bhutan,2020-04-26,0
2085,Bhutan,2020-04-27,0
2086,Bhutan,2020-04-28,0
2087,Bhutan,2020-04-29,0
2088,Botswana,2020-04-01,0
2089,Botswana,2020-04-02,1
2090,Botswana,2020-04-03,1
2091,Botswana,2020-04-04,1
2092,Botswana,2020-04-05,1
2093,Botswana,2020-04-06,1
2094,Botswana,2020-04-07,1
2095,Botswana,2020-04-08,1
2096,Botswana,2020-04-09,1
2097,Botswana,2020-04-10,1
2098,Botswana,2020-04-11,1
2099,Botswana,2020-04-12,1
2100,Botswana,2020-04-13,1
2101,Botswana,2020-04-14,1
2102,Botswana,2020-04-15,1
2103,Botswana,2020-04-16,1
2104,Botswana,2020-04-17,1
2105,Botswana,2020-04-18,1
2106,Botswana,2020-04-19,1
2107,Botswana,2020-04-20,1
2108,Botswana,2020-04-21,1
2109,Botswana,2020-04-22,1
2110,Botswana,2020-04-23,1
2111,Botswana,2020-04-24,1
2112,Botswana,2020-04-25,1
2113,Botswana,2020-04-26,1
2114,Botswana,2020-04-27,1
2115,Botswana,2020-04-28,1
2116,Botswana,2020-04-29,1
2117,Central African Republic,2020-03-16,0
2118,Central African Republic,2020-03-17,0
2119,Central African Republic,2020-03-18,0
2120,Central African Republic,2020-03-19,0
2121,Central African Republic,2020-03-20,0
2122,Central African Republic,2020-03-21,0
2123,Central African Republic,2020-03-22,0
2124,Central African Republic,2020-03-23,0
2125,Central African Republic,2020-03-24,0
2126,Central African Republic,2020-03-25,0
2127,Central African Republic,2020-03-26,0
2128,Central African Republic,2020-03-27,0
2129,Central African Republic,2020-03-28,0
2130,Central African Republic,2020-03-29,0
2131,Central African Republic,2020-03-30,0
2132,Central African Republic,2020-03-31,0
2133,Central African Republic,2020-04-01,0
2134,Central African Republic,2020-04-02,0
2135,Central African Republic,2020-04-03,0
2136,Central African Republic,2020-04-04,0
2137,Central African Republic,2020-04-05,0
2138,Central African Republic,2020-04-06,0
2139,Central African Republic,2020-04-07,0
2140,Central African Republic,2020-04-08,0
2141,Central African Republic,2020-04-09,0
2142,Central African Republic,2020-04-10,0
2143,Central African Republic,2020-04-11,0
2144,Central African Republic,2020-04-12,0
2145,Central African Republic,2020-04-13,0
2146,Central African Republic,2020-04-14,0
2147,Central African Republic,2020-04-15,0
2148,Central African Republic,2020-04-16,0
2149,Central African Republic,2020-04-17,0
2150,Central African Republic,2020-04-18,0
2151,Central African Republic,2020-04-19,0
2152,Central African Republic,2020-04-20,0
2153,Central African Republic,2020-04-21,0
2154,Central African Republic,2020-04-22,0
2155,Central African Republic,2020-04-23,0
2156,Central African Republic,2020-04-24,0
2157,Central African Republic,2020-04-25,0
2158,Central African Republic,2020-04-26,0
2159,Central African Republic,2020-04-27,0
2160,Central African Republic,2020-04-28,0
2161,Central African Republic,2020-04-29,0
2162,Canada,2019-12-31,0
2163,Canada,2020-01-01,0
2164,Canada,2020-01-02,0
2165,Canada,2020-01-03,0
2166,Canada,2020-01-04,0
2167,Canada,2020-01-05,0
2168,Canada,2020-01-06,0
2169,Canada,2020-01-07,0
2170,Canada,2020-01-08,0
2171,Canada,2020-01-09,0
2172,Canada,2020-01-10,0
2173,Canada,2020-01-11,0
2174,Canada,2020-01-12,0
2175,Canada,2020-01-13,0
2176,Canada,2020-01-14,0
2177,Canada,2020-01-15,0
2178,Canada,2020-01-16,0
2179,Canada,2020-01-17,0
2180,Canada,2020-01-18,0
2181,Canada,2020-01-19,0
2182,Canada,2020-01-20,0
2183,Canada,2020-01-21,0
2184,Canada,2020-01-22,0
2185,Canada,2020-01-23,0
2186,Canada,2020-01-24,0
2187,Canada,2020-01-25,0
2188,Canada,2020-01-26,0
2189,Canada,2020-01-27,0
2190,Canada,2020-01-28,0
2191,Canada,2020-01-29,0
2192,Canada,2020-01-30,0
2193,Canada,2020-01-31,0
2194,Canada,2020-02-01,0
2195,Canada,2020-02-02,0
2196,Canada,2020-02-03,0
2197,Canada,2020-02-04,0
2198,Canada,2020-02-05,0
2199,Canada,2020-02-06,0
2200,Canada,2020-02-07,0
2201,Canada,2020-02-08,0
2202,Canada,2020-02-09,0
2203,Canada,2020-02-10,0
2204,Canada,2020-02-11,0
2205,Canada,2020-02-12,0
2206,Canada,2020-02-13,0
2207,Canada,2020-02-14,0
2208,Canada,2020-02-15,0
2209,Canada,2020-02-16,0
2210,Canada,2020-02-17,0
2211,Canada,2020-02-18,0
2212,Canada,2020-02-19,0
2213,Canada,2020-02-20,0
2214,Canada,2020-02-21,0
2215,Canada,2020-02-22,0
2216,Canada,2020-02-23,0
2217,Canada,2020-02-24,0
2218,Canada,2020-02-25,0
2219,Canada,2020-02-26,0
2220,Canada,2020-02-27,0
2221,Canada,2020-02-28,0
2222,Canada,2020-02-29,0
2223,Canada,2020-03-01,0
2224,Canada,2020-03-02,0
2225,Canada,2020-03-03,0
2226,Canada,2020-03-04,0
2227,Canada,2020-03-05,0
2228,Canada,2020-03-06,0
2229,Canada,2020-03-07,0
2230,Canada,2020-03-08,0
2231,Canada,2020-03-09,0
2232,Canada,2020-03-10,1
2233,Canada,2020-03-11,1
2234,Canada,2020-03-12,1
2235,Canada,2020-03-13,1
2236,Canada,2020-03-14,1
2237,Canada,2020-03-15,1
2238,Canada,2020-03-16,1
2239,Canada,2020-03-17,4
2240,Canada,2020-03-18,8
2241,Canada,2020-03-19,9
2242,Canada,2020-03-20,10
2243,Canada,2020-03-21,12
2244,Canada,2020-03-22,18
2245,Canada,2020-03-23,20
2246,Canada,2020-03-24,24
2247,Canada,2020-03-25,27
2248,Canada,2020-03-26,35
2249,Canada,2020-03-27,39
2250,Canada,2020-03-28,53
2251,Canada,2020-03-29,60
2252,Canada,2020-03-30,61
2253,Canada,2020-03-31,89
2254,Canada,2020-04-01,96
2255,Canada,2020-04-02,109
2256,Canada,2020-04-03,138
2257,Canada,2020-04-04,187
2258,Canada,2020-04-05,231
2259,Canada,2020-04-06,280
2260,Canada,2020-04-07,323
2261,Canada,2020-04-08,380
2262,Canada,2020-04-09,435
2263,Canada,2020-04-10,509
2264,Canada,2020-04-11,569
2265,Canada,2020-04-12,653
2266,Canada,2020-04-13,717
2267,Canada,2020-04-14,780
2268,Canada,2020-04-15,903
2269,Canada,2020-04-16,1010
2270,Canada,2020-04-17,1193
2271,Canada,2020-04-18,1309
2272,Canada,2020-04-19,1467
2273,Canada,2020-04-20,1580
2274,Canada,2020-04-21,1690
2275,Canada,2020-04-22,1834
2276,Canada,2020-04-23,1974
2277,Canada,2020-04-24,2146
2278,Canada,2020-04-25,2302
2279,Canada,2020-04-26,2465
2280,Canada,2020-04-27,2560
2281,Canada,2020-04-28,2707
2282,Canada,2020-04-29,2859
2283,Switzerland,2019-12-31,0
2284,Switzerland,2020-01-01,0
2285,Switzerland,2020-01-02,0
2286,Switzerland,2020-01-03,0
2287,Switzerland,2020-01-04,0
2288,Switzerland,2020-01-05,0
2289,Switzerland,2020-01-06,0
2290,Switzerland,2020-01-07,0
2291,Switzerland,2020-01-08,0
2292,Switzerland,2020-01-09,0
2293,Switzerland,2020-01-10,0
2294,Switzerland,2020-01-11,0
2295,Switzerland,2020-01-12,0
2296,Switzerland,2020-01-13,0
2297,Switzerland,2020-01-14,0
2298,Switzerland,2020-01-15,0
2299,Switzerland,2020-01-16,0
2300,Switzerland,2020-01-17,0
2301,Switzerland,2020-01-18,0
2302,Switzerland,2020-01-19,0
2303,Switzerland,2020-01-20,0
2304,Switzerland,2020-01-21,0
2305,Switzerland,2020-01-22,0
2306,Switzerland,2020-01-23,0
2307,Switzerland,2020-01-24,0
2308,Switzerland,2020-01-25,0
2309,Switzerland,2020-01-26,0
2310,Switzerland,2020-01-27,0
2311,Switzerland,2020-01-28,0
2312,Switzerland,2020-01-29,0
2313,Switzerland,2020-01-30,0
2314,Switzerland,2020-01-31,0
2315,Switzerland,2020-02-01,0
2316,Switzerland,2020-02-02,0
2317,Switzerland,2020-02-03,0
2318,Switzerland,2020-02-04,0
2319,Switzerland,2020-02-05,0
2320,Switzerland,2020-02-06,0
2321,Switzerland,2020-02-07,0
2322,Switzerland,2020-02-08,0
2323,Switzerland,2020-02-09,0
2324,Switzerland,2020-02-10,0
2325,Switzerland,2020-02-11,0
2326,Switzerland,2020-02-12,0
2327,Switzerland,2020-02-13,0
2328,Switzerland,2020-02-14,0
2329,Switzerland,2020-02-15,0
2330,Switzerland,2020-02-16,0
2331,Switzerland,2020-02-17,0
2332,Switzerland,2020-02-18,0
2333,Switzerland,2020-02-19,0
2334,Switzerland,2020-02-20,0
2335,Switzerland,2020-02-21,0
2336,Switzerland,2020-02-22,0
2337,Switzerland,2020-02-23,0
2338,Switzerland,2020-02-24,0
2339,Switzerland,2020-02-25,0
2340,Switzerland,2020-02-26,0
2341,Switzerland,2020-02-27,0
2342,Switzerland,2020-02-28,0
2343,Switzerland,2020-02-29,0
2344,Switzerland,2020-03-01,0
2345,Switzerland,2020-03-02,0
2346,Switzerland,2020-03-03,0
2347,Switzerland,2020-03-04,0
2348,Switzerland,2020-03-05,0
2349,Switzerland,2020-03-06,1
2350,Switzerland,2020-03-07,1
2351,Switzerland,2020-03-08,1
2352,Switzerland,2020-03-09,2
2353,Switzerland,2020-03-10,2
2354,Switzerland,2020-03-11,3
2355,Switzerland,2020-03-12,4
2356,Switzerland,2020-03-13,4
2357,Switzerland,2020-03-14,7
2358,Switzerland,2020-03-15,11
2359,Switzerland,2020-03-16,13
2360,Switzerland,2020-03-17,14
2361,Switzerland,2020-03-18,19
2362,Switzerland,2020-03-19,21
2363,Switzerland,2020-03-20,33
2364,Switzerland,2020-03-21,43
2365,Switzerland,2020-03-22,56
2366,Switzerland,2020-03-23,60
2367,Switzerland,2020-03-24,66
2368,Switzerland,2020-03-25,86
2369,Switzerland,2020-03-26,103
2370,Switzerland,2020-03-27,161
2371,Switzerland,2020-03-28,197
2372,Switzerland,2020-03-29,235
2373,Switzerland,2020-03-30,257
2374,Switzerland,2020-03-31,295
2375,Switzerland,2020-04-01,373
2376,Switzerland,2020-04-02,378
2377,Switzerland,2020-04-03,432
2378,Switzerland,2020-04-04,484
2379,Switzerland,2020-04-05,540
2380,Switzerland,2020-04-06,559
2381,Switzerland,2020-04-07,584
2382,Switzerland,2020-04-08,641
2383,Switzerland,2020-04-09,705
2384,Switzerland,2020-04-10,756
2385,Switzerland,2020-04-11,805
2386,Switzerland,2020-04-12,831
2387,Switzerland,2020-04-13,858
2388,Switzerland,2020-04-14,858
2389,Switzerland,2020-04-15,900
2390,Switzerland,2020-04-16,973
2391,Switzerland,2020-04-17,1016
2392,Switzerland,2020-04-18,1058
2393,Switzerland,2020-04-19,1110
2394,Switzerland,2020-04-20,1134
2395,Switzerland,2020-04-21,1141
2396,Switzerland,2020-04-22,1186
2397,Switzerland,2020-04-23,1216
2398,Switzerland,2020-04-24,1267
2399,Switzerland,2020-04-25,1308
2400,Switzerland,2020-04-26,1328
2401,Switzerland,2020-04-27,1336
2402,Switzerland,2020-04-28,1352
2403,Switzerland,2020-04-29,1379
2404,Chile,2020-03-04,0
2405,Chile,2020-03-05,0
2406,Chile,2020-03-06,0
2407,Chile,2020-03-07,0
2408,Chile,2020-03-09,0
2409,Chile,2020-03-10,0
2410,Chile,2020-03-11,0
2411,Chile,2020-03-12,0
2412,Chile,2020-03-13,0
2413,Chile,2020-03-14,0
2414,Chile,2020-03-15,0
2415,Chile,2020-03-16,0
2416,Chile,2020-03-17,0
2417,Chile,2020-03-18,0
2418,Chile,2020-03-19,0
2419,Chile,2020-03-20,0
2420,Chile,2020-03-21,0
2421,Chile,2020-03-22,0
2422,Chile,2020-03-23,1
2423,Chile,2020-03-24,2
2424,Chile,2020-03-25,2
2425,Chile,2020-03-26,3
2426,Chile,2020-03-27,4
2427,Chile,2020-03-28,5
2428,Chile,2020-03-29,6
2429,Chile,2020-03-30,7
2430,Chile,2020-03-31,8
2431,Chile,2020-04-01,12
2432,Chile,2020-04-02,16
2433,Chile,2020-04-03,18
2434,Chile,2020-04-04,22
2435,Chile,2020-04-05,27
2436,Chile,2020-04-06,34
2437,Chile,2020-04-07,37
2438,Chile,2020-04-08,43
2439,Chile,2020-04-09,48
2440,Chile,2020-04-10,57
2441,Chile,2020-04-11,65
2442,Chile,2020-04-12,73
2443,Chile,2020-04-13,80
2444,Chile,2020-04-14,82
2445,Chile,2020-04-15,92
2446,Chile,2020-04-16,94
2447,Chile,2020-04-17,105
2448,Chile,2020-04-18,116
2449,Chile,2020-04-19,126
2450,Chile,2020-04-20,133
2451,Chile,2020-04-21,139
2452,Chile,2020-04-22,147
2453,Chile,2020-04-23,160
2454,Chile,2020-04-24,168
2455,Chile,2020-04-25,174
2456,Chile,2020-04-26,181
2457,Chile,2020-04-27,189
2458,Chile,2020-04-28,198
2459,Chile,2020-04-29,207
2460,China,2019-12-31,0
2461,China,2020-01-01,0
2462,China,2020-01-02,0
2463,China,2020-01-03,0
2464,China,2020-01-04,0
2465,China,2020-01-05,0
2466,China,2020-01-06,0
2467,China,2020-01-07,0
2468,China,2020-01-08,0
2469,China,2020-01-09,0
2470,China,2020-01-10,0
2471,China,2020-01-11,1
2472,China,2020-01-12,1
2473,China,2020-01-13,1
2474,China,2020-01-14,1
2475,China,2020-01-15,2
2476,China,2020-01-16,2
2477,China,2020-01-17,2
2478,China,2020-01-18,2
2479,China,2020-01-19,3
2480,China,2020-01-20,3
2481,China,2020-01-21,6
2482,China,2020-01-22,17
2483,China,2020-01-23,17
2484,China,2020-01-24,26
2485,China,2020-01-25,41
2486,China,2020-01-26,56
2487,China,2020-01-27,81
2488,China,2020-01-28,106
2489,China,2020-01-29,132
2490,China,2020-01-30,170
2491,China,2020-01-31,213
2492,China,2020-02-01,259
2493,China,2020-02-02,304
2494,China,2020-02-03,361
2495,China,2020-02-04,426
2496,China,2020-02-05,492
2497,China,2020-02-06,564
2498,China,2020-02-07,637
2499,China,2020-02-08,723
2500,China,2020-02-09,812
2501,China,2020-02-10,909
2502,China,2020-02-11,1017
2503,China,2020-02-12,1114
2504,China,2020-02-13,1368
2505,China,2020-02-14,1381
2506,China,2020-02-15,1524
2507,China,2020-02-16,1666
2508,China,2020-02-17,1771
2509,China,2020-02-18,1869
2510,China,2020-02-19,2008
2511,China,2020-02-20,2120
2512,China,2020-02-21,2238
2513,China,2020-02-22,2347
2514,China,2020-02-23,2445
2515,China,2020-02-24,2595
2516,China,2020-02-25,2665
2517,China,2020-02-26,2717
2518,China,2020-02-27,2746
2519,China,2020-02-28,2790
2520,China,2020-02-29,2837
2521,China,2020-03-01,2872
2522,China,2020-03-02,2914
2523,China,2020-03-03,2946
2524,China,2020-03-04,2983
2525,China,2020-03-05,3014
2526,China,2020-03-06,3044
2527,China,2020-03-07,3072
2528,China,2020-03-08,3099
2529,China,2020-03-09,3122
2530,China,2020-03-10,3139
2531,China,2020-03-11,3161
2532,China,2020-03-12,3172
2533,China,2020-03-13,3179
2534,China,2020-03-14,3194
2535,China,2020-03-15,3203
2536,China,2020-03-16,3216
2537,China,2020-03-17,3225
2538,China,2020-03-18,3241
2539,China,2020-03-19,3249
2540,China,2020-03-20,3253
2541,China,2020-03-21,3259
2542,China,2020-03-22,3265
2543,China,2020-03-23,3274
2544,China,2020-03-24,3281
2545,China,2020-03-25,3285
2546,China,2020-03-26,3291
2547,China,2020-03-27,3296
2548,China,2020-03-28,3299
2549,China,2020-03-29,3304
2550,China,2020-03-30,3306
2551,China,2020-03-31,3309
2552,China,2020-04-01,3310
2553,China,2020-04-02,3316
2554,China,2020-04-03,3326
2555,China,2020-04-04,3330
2556,China,2020-04-05,3333
2557,China,2020-04-06,3335
2558,China,2020-04-07,3335
2559,China,2020-04-08,3337
2560,China,2020-04-09,3339
2561,China,2020-04-10,3340
2562,China,2020-04-11,3343
2563,China,2020-04-12,3343
2564,China,2020-04-13,3345
2565,China,2020-04-14,3345
2566,China,2020-04-15,3346
2567,China,2020-04-16,3346
2568,China,2020-04-17,4636
2569,China,2020-04-18,4636
2570,China,2020-04-19,4636
2571,China,2020-04-20,4636
2572,China,2020-04-21,4636
2573,China,2020-04-22,4636
2574,China,2020-04-23,4636
2575,China,2020-04-24,4636
2576,China,2020-04-25,4636
2577,China,2020-04-26,4636
2578,China,2020-04-27,4637
2579,China,2020-04-28,4637
2580,China,2020-04-29,4637
2581,Cote d'Ivoire,2020-03-12,0
2582,Cote d'Ivoire,2020-03-15,0
2583,Cote d'Ivoire,2020-03-16,0
2584,Cote d'Ivoire,2020-03-17,0
2585,Cote d'Ivoire,2020-03-18,0
2586,Cote d'Ivoire,2020-03-19,0
2587,Cote d'Ivoire,2020-03-20,0
2588,Cote d'Ivoire,2020-03-21,0
2589,Cote d'Ivoire,2020-03-22,0
2590,Cote d'Ivoire,2020-03-23,0
2591,Cote d'Ivoire,2020-03-24,0
2592,Cote d'Ivoire,2020-03-25,0
2593,Cote d'Ivoire,2020-03-26,0
2594,Cote d'Ivoire,2020-03-27,0
2595,Cote d'Ivoire,2020-03-28,0
2596,Cote d'Ivoire,2020-03-29,0
2597,Cote d'Ivoire,2020-03-30,1
2598,Cote d'Ivoire,2020-03-31,1
2599,Cote d'Ivoire,2020-04-01,1
2600,Cote d'Ivoire,2020-04-02,1
2601,Cote d'Ivoire,2020-04-03,1
2602,Cote d'Ivoire,2020-04-04,1
2603,Cote d'Ivoire,2020-04-05,2
2604,Cote d'Ivoire,2020-04-06,3
2605,Cote d'Ivoire,2020-04-07,3
2606,Cote d'Ivoire,2020-04-08,3
2607,Cote d'Ivoire,2020-04-09,3
2608,Cote d'Ivoire,2020-04-10,3
2609,Cote d'Ivoire,2020-04-11,3
2610,Cote d'Ivoire,2020-04-12,4
2611,Cote d'Ivoire,2020-04-13,5
2612,Cote d'Ivoire,2020-04-14,6
2613,Cote d'Ivoire,2020-04-15,6
2614,Cote d'Ivoire,2020-04-16,6
2615,Cote d'Ivoire,2020-04-17,6
2616,Cote d'Ivoire,2020-04-18,6
2617,Cote d'Ivoire,2020-04-19,8
2618,Cote d'Ivoire,2020-04-20,9
2619,Cote d'Ivoire,2020-04-21,10
2620,Cote d'Ivoire,2020-04-22,13
2621,Cote d'Ivoire,2020-04-23,14
2622,Cote d'Ivoire,2020-04-24,14
